School,enrolled,over_25,over_23,independent,dependent,unemployment,median_family_income,poverty_rate,admissions_rate,sat_mid_reading,sat_mid_math,sat_mid_writing,sat_mid_overall,region
Bristol Community College,,0.3772,,,,,,,,,,,,1
Signature Healthcare Brockton Hospital School of Nursing,,0.696,,,,,,,0.5,,,,,1
Bunker Hill Community College,,0.4088,,,,,,,,,,,,1
Cambridge Junior College-Yuba City,,0.4286,,,,,,,,,,,,8
Cape Cod Community College,,0.42,,,,,,,,,,,,1
Catherine Hinds Institute of Esthetics,,0.4619,,,,,,,,,,,,1
Laboure College,,0.8087,,,,,,,0.2083,,,,,1
Clarks Summit University,,0.2183,,,,,,,0.4058,,,,,2
Conway School of Landscape Design,,,,,,,,,,,,,,1
Curry College,,0.173,,,,,,,0.8706,517.0,509.0,,1034.0,1
Lincoln Technical Institute-Somerville,,0.2582,,,,,,,,,,,,1
Dean College,,0.0955,,,,,,,0.6882,513.0,495.0,,1010.0,1
Diman Regional Technical Institute,,0.6364,,,,,,,0.7222,,,,,1
National Aviation Academy of New England,,0.4706,,,,,,,,,,,,1
Eastern Nazarene College,,0.1661,,,,,,,0.5901,495.0,500.0,,1002.0,1
Emerson College,,0.0147,,,,,,,0.3335,655.0,650.0,,1318.0,1
Emmanuel College,,0.0282,,,,,,,0.4615,515.0,505.0,,1018.0,5
Endicott College,,0.0695,,,,,,,0.6931,,,,,1
Rob Roy Academy-Fall River,,0.4032,,,,,,,,,,,,1
Saint John Fisher College,,0.0584,,,,,,,0.6449,575.0,590.0,,1166.0,2
Fitchburg State University,,0.1944,,,,,,,0.8835,535.0,535.0,,1072.0,1
Framingham State University,,0.1579,,,,,,,0.7425,525.0,520.0,,1048.0,1
Benjamin Franklin Institute of Technology,,0.2451,,,,,,,,,,,,1
Gordon State College,,0.1359,,,,,,,0.8386,475.0,455.0,,936.0,5
Gordon-Conwell Theological Seminary,,,,,,,,,,,,,,1
Greenfield Community College,,0.4463,,,,,,,,,,,,1
Manchester Community College,,0.3949,,,,,,,,,,,,1
Harvard University,,0.1915,,,,,,,0.0464,740.0,775.0,,1517.0,1
Hebrew Theological College,,0.0725,,,,,,,1.0,,,,,3
Hellenic College-Holy Cross Greek Orthodox School of Theology,,0.0769,,,,,,,0.641,,,,,1
Hellenic College-Holy Cross Greek Orthodox School of Theology,,0.0769,,,,,,,0.641,,,,,1
Holyoke Community College,,0.3287,,,,,,,,,,,,1
Lasell University,,0.0372,,,,,,,0.8365,535.0,540.0,,1080.0,1
Lawrence Memorial Hospital School of Nursing,,0.8262,,,,,,,,,,,,1
Lesley University,,0.2218,,,,,,,0.7468,565.0,540.0,,1109.0,1
Longy School of Music of Bard College,,0.0811,,,,,,,0.7297,,,,,1
Lowell Academy Hairstyling Institute,,0.5422,,,,,,,,,,,,1
University of Massachusetts-Lowell,,0.2155,,,,,,,0.7335,610.0,625.0,,1239.0,1
University of Massachusetts-Amherst,,0.0679,,,,,,,0.638,635.0,655.0,,1299.0,1
University of Massachusetts-Boston,,0.2182,,,,,,,0.7614,,,,,1
Massachusetts Bay Community College,,0.3698,,,,,,,,,,,,1
MCPHS University,,0.2005,,,,,,,0.8533,555.0,570.0,,1130.0,1
Massachusetts College of Art and Design,,0.1156,,,,,,,0.5782,,,,,1
Massachusetts Institute of Technology,,0.0106,,,,,,,0.067,750.0,790.0,,1547.0,1
Massachusetts Maritime Academy,,0.026,,,,,,,0.9146,550.0,550.0,,1100.0,1
University of Massachusetts Medical School Worcester,,,,,,,,,,,,,,1
William James College,,0.7931,,,,,,,,,,,,1
Massachusetts School of Barbering,,0.5439,,,,,,,,,,,,1
Massasoit Community College,,0.3669,,,,,,,,,,,,1
Merrimack College,,0.0291,,,,,,,0.819,,,,,1
MGH Institute of Health Professions,,0.5587,,,,,,,,,,,,1
Middlesex Community College,,0.3899,,,,,,,,,,,,1
Montserrat College of Art,,0.0535,,,,,,,,,,,,1
Mount Holyoke College,,0.0329,,,,,,,0.3815,,,,,1
Mount Wachusett Community College,,0.4295,,,,,,,,,,,,1
Rob Roy Academy-New Bedford,,0.6364,,,,,,,,,,,,1
The New England Conservatory of Music,,0.0342,,,,,,,0.3694,,,,,1
New England College of Optometry,,,,,,,,,,,,,,1
New England Law-Boston,,,,,,,,,,,,,,1
Nichols College,,0.0725,,,,,,,0.7974,,,,,1
Massachusetts College of Liberal Arts,,0.1257,,,,,,,0.8164,525.0,540.0,,1070.0,1
North Bennet Street School,,0.6306,,,,,,,,,,,,1
North Shore Community College,,0.387,,,,,,,,,,,,1
Northeastern Illinois University,,0.4147,,,,,,,0.5848,520.0,495.0,,1011.0,3
Northern Vermont University - Northern Essex Community College,,,,,,,,,,,,,,1
College of Our Lady of the Elms,,0.309,,,,,,,0.7509,530.0,520.0,,1053.0,1
Pine Manor College,,0.0772,,,,,,,0.4544,,,,,1
Pope St John XXIII National Seminary,,,,,,,,,,,,,,1
Quincy College,,0.4807,,,,,,,,,,,,1
Quinsigamond Community College,,0.3803,,,,,,,,,,,,1
Regis University,,0.3906,,,,,,,0.7096,575.0,560.0,,1157.0,7
Roxbury Community College,,0.5783,,,,,,,,,,,,1
St John's Seminary,,,,,,,,,,,,,,8
Salem State University,,0.1723,,,,,,,0.8558,550.0,535.0,,1085.0,1
Hardin-Simmons University,,0.0643,,,,,,,0.8378,532.0,525.0,,1061.0,6
Bard College at Simon's Rock,,0.0075,,,,,,,0.9303,,,,,1
Paul Smiths College of Arts and Science,,0.0698,,,,,,,0.6981,,,,,2
Southeastern Technical Institute,,0.5159,,,,,,,,,,,,1
Springfield College,,0.0161,,,,,,,0.6806,560.0,560.0,,1128.0,1
Springfield Technical Community College,,0.3881,,,,,,,,,,,,1
University of Massachusetts-Dartmouth,,0.1617,,,,,,,0.7483,545.0,545.0,,1091.0,1
Stonehill College,,0.0081,,,,,,,0.6769,,,,,1
