School,enrolled,over_25,over_23,independent,dependent,unemployment,median_family_income,poverty_rate,admissions_rate,sat_mid_reading,sat_mid_math,sat_mid_writing,sat_mid_overall,region
NHTI-Concord's Community College,,0.3256,,,,,,,,,,,,1
White Mountains Community College,,0.3702,,,,,,,,,,,,1
River Valley Community College,,0.5059,,,,,,,,,,,,1
Lakes Region Community College,,0.2986,,,,,,,,,,,,1
Manchester Community College,,0.3949,,,,,,,,,,,,1
Nashua Community College,,0.31,,,,,,,,,,,,1
Great Bay Community College,,0.3274,,,,,,,,,,,,1
Paul Mitchell the School-Portsmouth,,0.1923,,,,,,,,,,,,1
Rivier University,,0.3046,,,,,,,0.7483,,,,,1
Saint Anselm College,,0.0034,,,,,,,0.7516,615.0,605.0,,1224.0,1
Joseph F McCloskey School of Nursing,,0.3562,,,,,,,,,,,,2
Granite State College,,0.727,,,,,,,,,,,,1
Thomas More College of Liberal Arts,,0.0455,,,,,,,0.9362,755.0,685.0,,1440.0,1
Eastwick College-Hackensack,,0.6109,,,,,,,,,,,,2
Assumption College for Sisters,,0.6909,,,,,,,,,,,,2
Atlantic Cape Community College,,0.3219,,,,,,,,,,,,2
Fortis Institute-Wayne,,0.2563,,,,,,,,,,,,2
Bergen Community College,,0.279,,,,,,,,,,,,2
Berkeley College-Woodland Park,,0.4739,,,,,,,,,,,,2
Beth Medrash Govoha,,0.9567,,,,,,,,,,,,2
Bloomfield College,,0.1303,,,,,,,0.706,490.0,475.0,,962.0,2
Brookdale Community College,,0.2196,,,,,,,,,,,,2
Rowan College at Burlington County,,0.3196,,,,,,,,,,,,2
Caldwell University,,0.0749,,,,,,,0.9325,520.0,525.0,,1046.0,2
Camden County College,,0.4162,,,,,,,,,,,,2
Centenary University,,0.1752,,,,,,,0.7504,518.0,526.0,,1043.0,2
Adult and Continuing Education-BCTS,,0.3152,,,,,,,,,,,,2
Lincoln Technical Institute-Iselin,,0.4028,,,,,,,,,,,,2
American Institute-Clifton,,0.3755,,,,,,,,,,,,2
County College of Morris,,0.2302,,,,,,,,,,,,2
Cumberland County College,,0.2767,,,,,,,,,,,,2
Charles R Drew University of Medicine and Science,,0.6111,,,,,,,0.3164,449.0,440.0,,889.0,8
Lincoln Technical Institute-South Plainfield,,0.3387,,,,,,,,,,,,2
Community College of Baltimore County,,0.4019,,,,,,,,,,,,2
Empire Beauty School-Union,,0.4889,,,,,,,,,,,,2
Fairleigh Dickinson University-Metropolitan Campus,,0.1547,,,,,,,0.9224,,,,,2
Felician University,,0.21,,,,,,,0.8609,495.0,495.0,,986.0,2
Fairleigh Dickinson University-Florham Campus,,0.0302,,,,,,,0.9381,,,,,2
Hohokus School of Trade and Technical Sciences,,0.4972,,,,,,,,,,,,2
Georgian Court University,,0.164,,,,,,,0.712,530.0,529.0,,1062.0,2
Rowan University,,0.1059,,,,,,,0.7434,575.0,580.0,,1161.0,2
Rowan College of South Jersey Gloucester Campus,,0.1739,,,,,,,,,,,,2
Empire Beauty School-Cherry Hill,,0.3733,,,,,,,,,,,,2
Eastwick College-Ramsey,,0.6614,,,,,,,,,,,,2
Holy Name Medical Center-Sister Claire Tynan School of Nursing,,0.5474,,,,,,,0.0,,,,,2
Hudson County Community College,,0.3502,,,,,,,,,,,,2
New Jersey City University,,0.2744,,,,,,,0.9464,485.0,485.0,,970.0,2
Joe Kubert School of Cartoon and Graphic Art,,0.2442,,,,,,,0.96,,,,,2
Kean University,,0.24,,,,,,,0.6856,505.0,505.0,,1013.0,2
Lincoln Technical Institute-Union,,0.2985,,,,,,,,,,,,2
Rizzieri Aveda School for Beauty and Wellness,,0.2738,,,,,,,,,,,,2
Mercer County Community College,,0.3239,,,,,,,,,,,,2
Middlesex County College,,0.2429,,,,,,,,,,,,2
Monmouth University -  Monmouth Park Corporate Center,,,,,,,,,,,,,,2
Montclair State University,,0.1107,,,,,,,0.7631,550.0,535.0,,1085.0,2
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools,,0.743,,,,,,,0.5,,,,,2
Eastwick College-Nutley,,0.5793,,,,,,,,,,,,2
New Brunswick Theological Seminary,,,,,,,,,,,,,,2
Robert Fiance Beauty Schools-West New York,,0.5498,,,,,,,,,,,,2
New Jersey Institute of Technology,,0.1518,,,,,,,0.7281,625.0,665.0,,1292.0,2
Ocean County College,,0.2506,,,,,,,,,,,,2
Professional Cosmetology Education Center,,0.3864,,,,,,,,,,,,5
Parisian Beauty School,,0.431,,,,,,,,,,,,2
Passaic County Community College,,0.3466,,,,,,,,,,,,2
Pennco Tech-Blackwood,,0.3982,,,,,,,,,,,,2
Princeton Theological Seminary,,,,,,,,,,,,,,2
Princeton University,,0.007,,,,,,,0.0578,740.0,775.0,,1517.0,2
Rabbinical College of America,,0.0231,,,,,,,0.8615,,,,,2
Ramapo College of New Jersey,,0.1111,,,,,,,0.6558,570.0,560.0,,1137.0,2
Robert Fiance Beauty Schools-West New York,,0.5498,,,,,,,,,,,,2
