School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,first_gen,mhi,ms_degree,hs_degree,post_hs_ed,highest_degree,ownership
University of California-Santa Barbara,0.3003,0.0197,0.2498,0.1729,0.0015,0.0013,0.0842,0.1476,0.0228,0.4544,0.5456,,,,,,4,1
University of California-Santa Cruz,0.3107,0.0175,0.2629,0.2189,0.0009,0.0011,0.0819,0.09,0.0162,0.521,0.479,,,,,,4,1
Sofia University,0.375,0.125,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.875,,,,,,4,3
California Beauty School,0.2952,0.0571,0.5333,0.0476,0.0381,0.0095,0.0095,0.0,0.0095,0.019,0.981,,,,,,1,3
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,,,,,,4,2
Lock Haven University,0.8361,0.0749,0.0339,0.0101,0.0026,0.0015,0.0209,0.0041,0.016,0.4024,0.5976,,,,,,4,1
California Hair Design Academy,0.4297,0.0781,0.2969,0.0859,0.0,0.0,0.1094,0.0,0.0,0.2031,0.7969,,,,,,1,3
California Institute of the Arts,0.4059,0.0404,0.134,0.1064,0.0039,0.001,0.0581,0.2079,0.0424,0.4463,0.5537,,,,,,4,2
California State University Maritime Academy,0.4544,0.0296,0.2239,0.101,0.0066,0.0187,0.1065,0.0077,0.0516,0.8299,0.1701,,,,,,4,1
California Western School of Law,,,,,,,,,,,,,,,,,4,2
Canada College,0.2118,0.026,0.4573,0.1401,0.0015,0.0139,0.0418,0.0597,0.048,0.3962,0.6038,,,,,,2,1
College of the Canyons,0.2822,0.0524,0.5046,0.0998,0.004,0.0024,0.018,0.0095,0.027,0.5324,0.4676,,,,,,2,1
Career Academy of Beauty,0.327,0.0503,0.4403,0.1447,0.0126,0.0063,0.0189,0.0,0.0,0.0126,0.9874,,,,,,1,3
Casa Loma College-Van Nuys,0.4568,0.0617,0.358,0.1111,0.0,0.0062,0.0,0.0062,0.0,0.3333,0.6667,,,,,,2,2
CET-San Diego,0.1765,0.1294,0.4765,0.2059,0.0059,0.0,0.0059,0.0,0.0,0.7588,0.2412,,,,,,1,2
CET-San Jose,0.0699,0.0393,0.7817,0.0568,0.0131,0.0044,0.0306,0.0,0.0044,0.6419,0.3581,,,,,,1,2
CET-El Centro,0.0,0.0,0.9954,0.0,0.0,0.0,0.0046,0.0,0.0,0.7235,0.2765,,,,,,1,2
CET-Colton,0.1687,0.1265,0.6566,0.012,0.0181,0.0,0.0181,0.0,0.0,0.9217,0.0783,,,,,,1,2
CET-Watsonville,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3707,0.6293,,,,,,1,2
CET-Salinas,0.0069,0.0069,0.9722,0.0,0.0069,0.0,0.0069,0.0,0.0,0.2014,0.7986,,,,,,1,2
Cerritos College,0.0767,0.0505,0.6546,0.07,0.0025,0.0033,0.0231,0.0057,0.1137,0.4816,0.5184,,,,,,2,1
Cerro Coso Community College,0.3704,0.077,0.4063,0.0427,0.0221,0.0046,0.0528,0.0005,0.0237,0.4122,0.5878,,,,,,2,1
Chabot College,0.1391,0.0992,0.4087,0.2354,0.0025,0.0156,0.0642,0.0057,0.0295,0.4855,0.5145,,,,,,2,1
Chaffey College,0.1307,0.0715,0.6616,0.0637,0.0021,0.0021,0.028,0.0071,0.0334,0.4015,0.5985,,,,,,2,1
Chapman University,0.5151,0.0169,0.1612,0.1429,0.0014,0.003,0.0784,0.0388,0.0424,0.3936,0.6064,,,,,,4,2
Charles R Drew University of Medicine and Science,0.0437,0.388,0.3169,0.1093,0.0,0.0,0.0601,0.0219,0.0601,0.3497,0.6503,,,,,,4,2
Concordia University-Irvine,0.4829,0.0412,0.253,0.0969,0.0035,0.0029,0.0708,0.0459,0.0029,0.3941,0.6059,,,,,,4,2
San Diego Christian College,0.4009,0.1087,0.3305,0.0277,0.0085,0.0085,0.0597,0.0277,0.0277,0.4733,0.5267,,,,,,4,2
Stockton Christian Life College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,2
Church Divinity School of the Pacific,,,,,,,,,,,,,,,,,4,2
Citrus College,0.1418,0.0358,0.6562,0.0772,0.0022,0.0016,0.0263,0.0361,0.0228,0.4489,0.5511,,,,,,2,1
Citrus Heights Beauty College,0.5935,0.0325,0.2276,0.0488,0.0081,0.0407,0.0163,0.0,0.0325,0.0163,0.9837,,,,,,1,3
City College of San Francisco,0.2026,0.068,0.2571,0.345,0.0024,0.0075,0.048,0.0255,0.0439,0.4663,0.5337,,,,,,2,1
Claremont Graduate University,,,,,,,,,,,,,,,,,4,2
Claremont McKenna College,0.412,0.0442,0.1536,0.1154,0.0007,0.0015,0.0652,0.1566,0.0509,0.5049,0.4951,,,,,,4,2
Milan Institute-Visalia,0.162,0.0228,0.762,0.0076,0.0177,0.0051,0.0203,0.0,0.0025,0.0886,0.9114,,,,,,1,3
Clovis Adult Education,0.1371,0.0447,0.5544,0.2459,0.0,0.0015,0.0119,0.0,0.0045,0.1356,0.8644,,,,,,1,1
Coastline Community College,0.2948,0.1018,0.3192,0.1956,0.0061,0.0046,0.0415,0.0131,0.0233,0.5701,0.4299,,,,,,2,1
Cogswell University of Silicon Valley,0.281,0.0776,0.2181,0.2163,0.0111,0.0018,0.0499,0.024,0.1201,0.6821,0.3179,,,,,,3,3
Coba Academy,0.1605,0.0741,0.6667,0.0864,0.0123,0.0,0.0,0.0,0.0,0.2222,0.7778,,,,,,1,3
Western University of Health Sciences,,,,,,,,,,,,,,,,,4,2
Fortis College-Columbia,0.1932,0.7686,0.0141,0.006,0.002,0.002,0.0121,0.0,0.002,0.1771,0.8229,,,,,,2,3
Columbia College Hollywood,0.3736,0.1782,0.2345,0.0448,0.0103,0.0034,0.0782,0.0345,0.0425,0.6103,0.3897,,,,,,3,2
Compton College,0.0153,0.2265,0.6244,0.0396,0.0014,0.004,0.0184,0.0,0.0703,0.3425,0.6575,,,,,,2,1
Contra Costa College,0.1063,0.1618,0.4516,0.1878,0.0014,0.0053,0.0574,0.0122,0.0162,0.3889,0.6111,,,,,,2,1
Cosumnes River College,0.2206,0.0943,0.2778,0.2933,0.0047,0.013,0.0689,0.006,0.0215,0.4439,0.5561,,,,,,2,1
Crafton Hills College,0.33,0.0351,0.496,0.0651,0.0034,0.0019,0.0508,0.0015,0.0162,0.4472,0.5528,,,,,,2,1
Cuesta College,0.5222,0.0296,0.3112,0.0362,0.0057,0.002,0.0519,0.0034,0.0379,0.4714,0.5286,,,,,,2,1
Cuyamaca College,0.4452,0.0467,0.3353,0.0551,0.0054,0.0035,0.0633,0.0044,0.0411,0.4437,0.5563,,,,,,2,1
Cypress College,0.1502,0.0423,0.4855,0.2321,0.0019,0.0038,0.0361,0.0118,0.0362,0.4381,0.5619,,,,,,3,1
De Anza College,0.1716,0.0271,0.2722,0.3633,0.0011,0.0049,0.0449,0.1031,0.0118,0.5092,0.4908,,,,,,2,1
International School of Beauty Inc,0.3007,0.021,0.6224,0.021,0.0,0.0,0.014,0.0,0.021,0.2378,0.7622,,,,,,1,3
Dell'Arte International School of Physical Theatre,0.6111,0.0,0.0,0.0,0.0,0.0,0.0556,0.2778,0.0556,0.2222,0.7778,,,,,,4,2
College of the Desert,0.1567,0.0262,0.7335,0.0294,0.0034,0.0011,0.026,0.0091,0.0145,0.4428,0.5572,,,,,,2,1
Design Institute of San Diego,0.5124,0.0744,0.2149,0.0744,0.0083,0.0165,0.0331,0.0661,0.0,0.0992,0.9008,,,,,,3,3
Diablo Valley College,0.3393,0.0528,0.2715,0.1719,0.002,0.0041,0.086,0.0523,0.0202,0.4905,0.5095,,,,,,2,1
Dominican University of California,0.2895,0.0492,0.2555,0.2735,0.0028,0.0048,0.0575,0.0159,0.0512,0.3102,0.6898,,,,,,4,2
Southern California University of Health Sciences,0.179,0.0556,0.216,0.0988,0.0309,0.0123,0.0247,0.0,0.3827,0.216,0.784,,,,,,4,2
El Camino Community College District,0.0984,0.1224,0.4487,0.1027,0.0017,0.0037,0.037,0.0233,0.162,0.4804,0.5196,,,,,,2,1
Emperor's College of Traditional Oriental Medicine,,,,,,,,,,,,,,,,,4,3
Mountain Empire Community College,0.952,0.0115,0.0122,0.0014,0.0014,0.0,0.0143,0.0,0.0072,0.3515,0.6485,,,,,,2,1
Evergreen Valley College,0.0682,0.0223,0.4479,0.3855,0.004,0.004,0.0277,0.0119,0.0284,0.4574,0.5426,,,,,,2,1
Feather River Community College District,0.4956,0.1495,0.2278,0.032,0.0296,0.02,0.0024,0.0056,0.0376,0.5659,0.4341,,,,,,3,1
Federico Beauty Institute,0.3558,0.0767,0.4294,0.0706,0.0031,0.0123,0.0521,0.0,0.0,0.1595,0.8405,,,,,,1,3
Fielding Graduate University,,,,,,,,,,,,,,,,,4,2
Five Branches University,,,,,,,,,,,,,,,,,4,3
Redondo Beach Beauty College,0.0526,0.0789,0.1316,0.6974,0.0,0.0,0.0,0.0,0.0395,0.1184,0.8816,,,,,,1,3
Foothill College,0.301,0.0348,0.2882,0.2355,0.0024,0.0085,0.0501,0.0562,0.0234,0.5313,0.4687,,,,,,3,1
Franciscan School of Theology,,,,,,,,,,,,,,,,,4,2
Fredrick and Charles Beauty College,0.6364,0.0182,0.0727,0.0182,0.1455,0.0182,0.0909,0.0,0.0,0.0909,0.9091,,,,,,1,3
Fresno City College,0.2039,0.0514,0.5757,0.1234,0.0052,0.0019,0.0306,0.0003,0.0077,0.4546,0.5454,,,,,,2,1
Fresno Pacific University,0.2549,0.0522,0.5634,0.0421,0.0094,0.001,0.0042,0.016,0.0568,0.2625,0.7375,,,,,,4,2
Fuller Theological Seminary,,,,,,,,,,,,,,,,,4,2
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,,,,,,4,2
Gavilan College,0.2388,0.0167,0.6107,0.0576,0.0019,0.0047,0.0362,0.0008,0.0324,0.4851,0.5149,,,,,,2,1
Gemological Institute of America-Carlsbad,0.509,0.012,0.0599,0.2335,0.024,0.0,0.0299,0.0,0.1317,0.5389,0.4611,,,,,,1,2
Glendale Community College,0.4801,0.0227,0.3097,0.0783,0.0007,0.0007,0.026,0.0418,0.04,0.4508,0.5492,,,,,,2,1
Glendale Career College,0.1964,0.0442,0.4894,0.1686,0.0016,0.0016,0.0818,0.0,0.0164,0.239,0.761,,,,,,2,3
Golden Gate University-San Francisco,0.2854,0.1294,0.2218,0.1273,0.0103,0.037,0.0185,0.0123,0.1581,0.6735,0.3265,,,,,,4,2
Golden West College,0.2565,0.0196,0.3609,0.2632,0.0025,0.0044,0.0465,0.0261,0.0204,0.4494,0.5506,,,,,,2,1
Graduate Theological Union,,,,,,,,,,,,,,,,,4,2
Grossmont College,0.3377,0.059,0.3754,0.0792,0.004,0.0045,0.0683,0.0308,0.0411,0.4114,0.5886,,,,,,2,1
Salon Success Academy-Riverside,0.163,0.1848,0.5543,0.0435,0.0217,0.0109,0.0,0.0,0.0217,0.2609,0.7391,,,,,,1,3
Hartnell College,0.2224,0.0286,0.6327,0.05,0.0032,0.0035,0.0149,0.0001,0.0446,0.5512,0.4488,,,,,,2,1
Harvey Mudd College,0.3068,0.0403,0.196,0.1971,0.0022,0.0056,0.1064,0.0806,0.0649,0.5028,0.4972,,,,,,3,2
Hilltop Beauty School,0.009,0.045,0.6486,0.2523,0.0,0.009,0.018,0.0,0.018,0.1081,0.8919,,,,,,1,3
Holy Names University,0.1512,0.1707,0.4012,0.1093,0.003,0.0105,0.0434,0.0299,0.0808,0.3593,0.6407,,,,,,4,2
Pacifica Graduate Institute,,,,,,,,,,,,,,,,,4,3
Humboldt State University,0.437,0.0332,0.3465,0.0276,0.0119,0.0032,0.0672,0.0116,0.0617,0.4257,0.5743,,,,,,4,1
Humphreys University-Stockton and Modesto Campuses,0.1909,0.0841,0.3107,0.0841,0.0032,0.0324,0.0065,0.1715,0.1165,0.2718,0.7282,,,,,,4,2
Imperial Valley College,0.0369,0.0143,0.9099,0.0067,0.002,0.0001,0.0051,0.0004,0.0247,0.4516,0.5484,,,,,,2,1
Institute for Business and Technology,0.1144,0.0166,0.6753,0.1236,0.0,0.0037,0.0185,0.0,0.048,0.7675,0.2325,,,,,,2,3
Interior Designers Institute,0.5827,0.0288,0.1151,0.1727,0.0072,0.0,0.0576,0.036,0.0,0.036,0.964,,,,,,4,3
Christine Valmy International School of Esthetics & Cosmetology,0.4298,0.0992,0.3388,0.0248,0.0,0.0,0.0661,0.0248,0.0165,0.0248,0.9752,,,,,,1,3
Irvine Valley College,0.3076,0.019,0.2344,0.2611,0.0009,0.0034,0.0502,0.0796,0.0437,0.5011,0.4989,,,,,,2,1
Bellus Academy-El Cajon,0.31,0.13,0.345,0.055,0.01,0.015,0.125,0.0,0.01,0.04,0.96,,,,,,1,3
American Jewish University,0.5758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4242,0.303,0.697,,,,,,4,2
Reedley College,0.1629,0.0222,0.726,0.054,0.0039,0.001,0.0227,0.0002,0.0072,0.3908,0.6092,,,,,,2,1
Life Pacific University,0.3969,0.0421,0.408,0.0222,0.0067,0.0022,0.0599,0.0044,0.0576,0.4435,0.5565,,,,,,4,2
University of La Verne,0.2033,0.0569,0.5565,0.0465,0.0033,0.0042,0.041,0.0421,0.0463,0.4101,0.5899,,,,,,4,2
Laguna College of Art and Design,0.4821,0.0242,0.2156,0.1658,0.0077,0.0051,0.051,0.0421,0.0064,0.2793,0.7207,,,,,,4,2
Lake Tahoe Community College,0.4307,0.0667,0.2939,0.0719,0.0118,0.0066,0.0439,0.0066,0.068,0.5763,0.4237,,,,,,2,1
Lancaster Beauty School,0.2388,0.2388,0.4701,0.0224,0.0,0.0075,0.0149,0.0,0.0075,0.2463,0.7537,,,,,,1,3
Laney College,0.1515,0.2034,0.2184,0.2602,0.0024,0.0055,0.0521,0.0542,0.0523,0.458,0.542,,,,,,2,1
Lassen Community College,0.3563,0.1653,0.3212,0.0454,0.0209,0.0058,0.0472,0.0067,0.0312,0.8241,0.1759,,,,,,2,1
Life Chiropractic College West,,,,,,,,,,,,,,,,,4,2
Lincoln University,0.2862,0.5707,0.0225,0.0069,0.0035,0.0012,0.0306,0.0335,0.045,0.3641,0.6359,,,,,,4,1
Southern California Seminary,0.5581,0.1395,0.186,0.0233,0.0,0.0233,0.0698,0.0,0.0,0.6744,0.3256,,,,,,4,2
University of Arizona-Sierra Vista,0.3858,0.0394,0.4829,0.0289,0.0079,0.0,0.042,0.0052,0.0079,0.4803,0.5197,,,,,,4,1
Loma Linda University,0.2722,0.0539,0.3478,0.2429,0.0019,0.0019,0.051,0.0284,0.0,0.2817,0.7183,,,,,,4,2
Long Beach City College,0.1314,0.1085,0.6,0.0959,0.0018,0.0061,0.0493,0.005,0.0021,0.4316,0.5684,,,,,,2,1
Southern California University of Health Sciences,0.179,0.0556,0.216,0.0988,0.0309,0.0123,0.0247,0.0,0.3827,0.216,0.784,,,,,,4,2
Los Angeles Harbor College,0.1202,0.1041,0.5912,0.0342,0.0022,0.0107,0.0223,0.0076,0.1074,0.3977,0.6023,,,,,,2,1
Los Angeles Pierce College,0.2841,0.0475,0.4851,0.0526,0.0009,0.0024,0.0318,0.0109,0.0849,0.446,0.554,,,,,,2,1
Los Angeles Southwest College,0.0339,0.4461,0.4314,0.0098,0.0008,0.0018,0.0262,0.0029,0.047,0.2986,0.7014,,,,,,2,1
Los Angeles Trade Technical College,0.0613,0.1574,0.6739,0.0268,0.0023,0.0017,0.0206,0.0076,0.0484,0.5579,0.4421,,,,,,2,1
Los Angeles Valley College,0.2932,0.0472,0.5094,0.0356,0.0014,0.0023,0.0232,0.0047,0.083,0.4188,0.5812,,,,,,2,1
The Master's University and Seminary,0.6437,0.0362,0.0891,0.0326,0.0026,0.0044,0.1014,0.0168,0.0732,0.5317,0.4683,,,,,,4,2
Los Angeles City College,0.1963,0.0785,0.5127,0.0841,0.0027,0.0013,0.0224,0.0219,0.08,0.426,0.574,,,,,,2,1
Los Angeles County College of Nursing and Allied Health,0.1658,0.0754,0.4774,0.2462,0.0,0.005,0.0251,0.0,0.005,0.2965,0.7035,,,,,,2,1
Los Angeles Mission College,0.1072,0.0301,0.7672,0.0206,0.0021,0.0014,0.0094,0.0072,0.0548,0.3936,0.6064,,,,,,2,1
Los Medanos College,0.2222,0.1297,0.4347,0.1079,0.0024,0.0063,0.0786,0.0024,0.0156,0.4294,0.5706,,,,,,2,1
Loyola Marymount University,0.4301,0.0676,0.2267,0.0969,0.0005,0.0018,0.0687,0.1077,0.0,0.4518,0.5482,,,,,,4,2
Lu Ross Academy,0.2279,0.0279,0.7116,0.014,0.0,0.0047,0.0047,0.0,0.0093,0.2326,0.7674,,,,,,1,3
Lyle's College of  Beauty,0.2651,0.0361,0.5542,0.0843,0.0,0.012,0.0241,0.0241,0.0,0.0361,0.9639,,,,,,1,3
Lyle's College of  Beauty,0.2651,0.0361,0.5542,0.0843,0.0,0.012,0.0241,0.0241,0.0,0.0361,0.9639,,,,,,1,3
Lytles Redwood Empire Beauty College Inc,0.5913,0.0087,0.3217,0.0348,0.0174,0.0,0.0174,0.0,0.0087,0.0261,0.9739,,,,,,1,3
MTI College,0.4444,0.1124,0.2619,0.0926,0.0066,0.0119,0.0542,0.0,0.0159,0.2024,0.7976,,,,,,2,3
College of Marin,0.4909,0.0319,0.2982,0.0752,0.0045,0.0031,0.0494,0.0147,0.0322,0.4207,0.5793,,,,,,2,1
Marymount California University,0.211,0.0698,0.4385,0.0482,0.0017,0.0033,0.0565,0.1445,0.0266,0.5017,0.4983,,,,,,4,2
Mendocino College,0.4974,0.0205,0.3662,0.0305,0.0543,0.003,0.0043,0.0013,0.0225,0.35,0.65,,,,,,2,1
Menlo College,0.2101,0.0732,0.2641,0.0732,0.0036,0.0384,0.066,0.2449,0.0264,0.5462,0.4538,,,,,,3,2
Merced College,0.1568,0.029,0.5664,0.0738,0.0041,0.0035,0.0219,0.0093,0.135,0.4072,0.5928,,,,,,2,1
Merritt College,0.1523,0.2295,0.301,0.1709,0.0035,0.004,0.0515,0.0271,0.0601,0.3371,0.6629,,,,,,2,1
Millsaps College,0.6039,0.239,0.0455,0.0312,0.0078,0.0,0.0,0.0506,0.0221,0.4532,0.5468,,,,,,4,2
MiraCosta College,0.3788,0.0318,0.3892,0.0668,0.0049,0.0061,0.0685,0.0127,0.0413,0.4148,0.5852,,,,,,3,1
Los Angeles Mission College,0.1072,0.0301,0.7672,0.0206,0.0021,0.0014,0.0094,0.0072,0.0548,0.3936,0.6064,,,,,,2,1
Modern Beauty Academy,0.04,0.04,0.68,0.04,0.0,0.06,0.0,0.12,0.02,0.3,0.7,,,,,,1,3
Modesto Junior College,0.3315,0.0327,0.5341,0.064,0.0065,0.0119,0.0009,0.0018,0.0166,0.3995,0.6005,,,,,,3,1
Moler Barber College,0.0251,0.1398,0.086,0.0179,0.0,0.0072,0.0108,0.0,0.7133,0.5986,0.4014,,,,,,1,3
Middlebury Institute of International Studies at Monterey,0.5,0.0,0.125,0.0,0.0,0.0,0.25,0.125,0.0,0.25,0.75,,,,,,4,2
Monterey Peninsula College,0.3028,0.0303,0.4571,0.0684,0.003,0.0085,0.0561,0.0068,0.0671,0.4486,0.5514,,,,,,2,1
Moorpark College,0.422,0.0191,0.373,0.0772,0.002,0.002,0.0499,0.0045,0.0503,0.4717,0.5283,,,,,,2,1
Chamberlain University-Texas,0.2265,0.3353,0.2006,0.1876,0.005,0.001,0.017,0.005,0.022,0.1547,0.8453,,,,,,3,3
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,,,,,,4,2
Mt San Jacinto Community College District,0.2565,0.0651,0.514,0.0607,0.0047,0.0033,0.0611,0.0072,0.0275,0.4043,0.5957,,,,,,2,1
Musicians Institute,0.2535,0.0618,0.1181,0.0574,0.0054,0.0043,0.0563,0.3575,0.0856,0.714,0.286,,,,,,3,3
Napa Valley College,0.2616,0.0497,0.4574,0.1391,0.0027,0.0052,0.0526,0.0029,0.0287,0.4285,0.5715,,,,,,2,1
National Holistic Institute,0.3072,0.0962,0.249,0.1019,0.0089,0.0129,0.1455,0.0,0.0784,0.2959,0.7041,,,,,,1,3
National University of Health Sciences,0.4667,0.1667,0.1333,0.1333,0.0,0.0,0.0,0.0333,0.0667,0.2667,0.7333,,,,,,4,2
Naval Postgraduate School,,,,,,,,,,,,,,,,,4,1
Newschool of Architecture and Design,0.2513,0.0254,0.3401,0.0888,0.0076,0.0,0.0076,0.2437,0.0355,0.6041,0.3959,,,,,,4,3
North Adrian's College of Beauty Inc,0.2119,0.089,0.4915,0.0636,0.0,0.0,0.1398,0.0,0.0042,0.1568,0.8432,,,,,,1,3
North-West College-Pomona,0.0535,0.0428,0.7968,0.0481,0.0107,0.016,0.0107,0.0053,0.016,0.0963,0.9037,,,,,,1,3
North-West College-West Covina,0.05,0.0271,0.8329,0.0643,0.0057,0.0043,0.0143,0.0,0.0014,0.1457,0.8543,,,,,,2,3
North-West College-Van Nuys,0.0606,0.0404,0.6869,0.0404,0.0101,0.0,0.0152,0.0,0.1465,0.1768,0.8232,,,,,,1,3
Notre Dame de Namur University,0.1761,0.0541,0.4679,0.1044,0.005,0.0201,0.0566,0.0667,0.0491,0.3635,0.6365,,,,,,4,2
Occidental College,0.4883,0.0416,0.1426,0.1553,0.0,0.002,0.0873,0.0665,0.0162,0.431,0.569,,,,,,3,2
Ohlone College,0.1431,0.0292,0.256,0.4205,0.0018,0.0087,0.0513,0.0396,0.0498,0.4847,0.5153,,,,,,2,1
Orange Coast College,0.2919,0.0153,0.3449,0.2145,0.0021,0.0036,0.0458,0.0647,0.0172,0.52,0.48,,,,,,2,1
Otis College of Art and Design,0.2286,0.0473,0.1643,0.2134,0.0018,0.0054,0.0563,0.25,0.033,0.3134,0.6866,,,,,,4,2
Oxnard College,0.1169,0.0179,0.7639,0.0482,0.0019,0.0025,0.026,0.0006,0.022,0.4469,0.5531,,,,,,2,1
Hope International University,0.3476,0.0774,0.2923,0.0442,0.0079,0.0253,0.1232,0.0174,0.0648,0.4502,0.5498,,,,,,4,2
Concorde Career College-San Diego,0.0548,0.0397,0.2671,0.0534,0.0027,0.0082,0.0041,0.0,0.5699,0.2205,0.7795,,,,,,2,3
Palo Alto University,0.1912,0.0735,0.1765,0.25,0.0,0.0147,0.0147,0.0588,0.2206,0.3088,0.6912,,,,,,4,2
Pacific Oaks College,0.1923,0.1174,0.5567,0.0445,0.004,0.0061,0.0263,0.0,0.0526,0.0911,0.9089,,,,,,4,2
Pacific School of Religion,,,,,,,,,,,,,,,,,4,2
Pacific States University,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.6667,0.0,1.0,0.0,,,,,,4,2
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009,0.09,0.0292,0.0979,0.3993,0.6007,,,,,,4,2
University of the Pacific,0.2279,0.0321,0.212,0.3841,0.0028,0.005,0.0399,0.0709,0.0254,0.4806,0.5194,,,,,,4,2
Palo Verde College,0.3867,0.1069,0.3713,0.0491,0.0117,0.0074,0.0283,0.0012,0.0375,0.8562,0.1438,,,,,,2,1
Palomar College,0.3381,0.0295,0.4662,0.0639,0.0051,0.0038,0.0537,0.0088,0.0309,0.5235,0.4765,,,,,,2,1
Pasadena City College,0.136,0.0358,0.5072,0.239,0.001,0.0011,0.0365,0.0316,0.0117,0.4719,0.5281,,,,,,2,1
Pepperdine University,0.4881,0.0464,0.1368,0.112,0.0036,0.0011,0.0743,0.1223,0.0154,0.4172,0.5828,,,,,,4,2
Pitzer College,0.4899,0.0589,0.1436,0.0958,0.0018,0.0046,0.0746,0.0829,0.0479,0.43,0.57,,,,,,3,2
Platt College-San Diego,0.3772,0.1053,0.2105,0.1491,0.0175,0.0263,0.0439,0.0,0.0702,0.6579,0.3421,,,,,,3,3
Point Loma Nazarene University,0.5302,0.016,0.2617,0.0723,0.0038,0.0066,0.0776,0.011,0.021,0.349,0.651,,,,,,4,2
North-West College-Pomona,0.0535,0.0428,0.7968,0.0481,0.0107,0.016,0.0107,0.0053,0.016,0.0963,0.9037,,,,,,1,3
Porterville College,0.1273,0.0082,0.7973,0.0316,0.0058,0.0019,0.0236,0.0027,0.0016,0.3767,0.6233,,,,,,2,1
Professional Institute of Beauty,0.009,0.0,0.8378,0.0,0.0,0.0,0.0,0.1441,0.009,0.0631,0.9369,,,,,,1,3
Santa Ana College,0.1783,0.0129,0.5493,0.0776,0.0024,0.0023,0.0137,0.0118,0.1517,0.5935,0.4065,,,,,,3,1
Pardee RAND Graduate School,,,,,,,,,,,,,,,,,4,2
Shasta School of Cosmetology,0.7027,0.0811,0.1351,0.027,0.0541,0.0,0.0,0.0,0.0,0.0811,0.9189,,,,,,1,3
University of Redlands,0.3906,0.0368,0.3663,0.056,0.0054,0.0047,0.055,0.0246,0.0607,0.4091,0.5909,,,,,,4,2
College of the Redwoods,0.5228,0.0346,0.2209,0.0326,0.0566,0.0028,0.0782,0.0005,0.051,0.4586,0.5414,,,,,,2,1
Salon Success Academy-Upland,0.2317,0.1037,0.6098,0.0122,0.0122,0.0061,0.0122,0.0,0.0122,0.122,0.878,,,,,,1,3
Salon Success Academy-Corona,0.3362,0.069,0.5086,0.0259,0.0086,0.0172,0.0172,0.0,0.0172,0.0086,0.9914,,,,,,1,3
Rio Hondo College,0.0605,0.0168,0.7978,0.0549,0.0017,0.0015,0.0087,0.0039,0.0541,0.5684,0.4316,,,,,,3,1
Riverside City College,0.1732,0.0654,0.6268,0.0557,0.0036,0.0052,0.0156,0.0131,0.0413,0.4132,0.5868,,,,,,2,1
Dongguk University Los Angeles,0.1875,0.0625,0.0,0.125,0.0,0.0625,0.0,0.5625,0.0,0.5625,0.4375,,,,,,4,2
Sacramento City College,0.2556,0.0972,0.3375,0.1951,0.0039,0.0101,0.0638,0.0115,0.0254,0.4129,0.5871,,,,,,2,1
Saddleback College,0.454,0.0186,0.2726,0.1091,0.0026,0.0025,0.0522,0.0225,0.066,0.4395,0.5605,,,,,,2,1
Samuel Merritt University,0.3037,0.0749,0.209,0.291,0.0014,0.0099,0.0734,0.0,0.0367,0.1864,0.8136,,,,,,4,2
San Diego City College,0.2061,0.0948,0.5199,0.0968,0.0029,0.0047,0.05,0.0033,0.0215,0.4457,0.5543,,,,,,2,1
San Diego Mesa College,0.2899,0.0624,0.3881,0.1511,0.0033,0.0044,0.0673,0.0105,0.0231,0.4474,0.5526,,,,,,3,1
San Diego Miramar College,0.3429,0.0472,0.2842,0.2133,0.004,0.007,0.0708,0.0038,0.0269,0.528,0.472,,,,,,2,1
San Diego State University,0.3415,0.0409,0.321,0.1322,0.0036,0.003,0.0644,0.06,0.0333,0.4485,0.5515,,,,,,4,1
University of California-San Diego,0.1936,0.0169,0.2181,0.33,0.0008,0.0026,0.0486,0.1754,0.0141,0.4998,0.5002,,,,,,4,1
San Francisco Art Institute,0.3714,0.0381,0.1524,0.0571,0.0048,0.0048,0.0571,0.2714,0.0429,0.3667,0.6333,,,,,,4,2
San Francisco Conservatory of Music,0.4034,0.0386,0.03,0.1116,0.0,0.0043,0.03,0.3691,0.0129,0.5708,0.4292,,,,,,4,2
San Francisco State University,0.167,0.0571,0.3494,0.257,0.0013,0.0051,0.0581,0.0686,0.0364,0.45,0.55,,,,,,4,1
University of Redlands Graduate School of Theology,0.4259,0.037,0.3889,0.0556,0.0,0.0,0.037,0.0,0.0556,0.3889,0.6111,,,,,,4,2
University of California-San Francisco,,,,,,,,,,,,,,,,,4,1
San Joaquin College of Law,,,,,,,,,,,,,,,,,4,2
