School,enrolled,over_25,over_23,independent,dependent,unemployment,median_family_income,poverty_rate,admissions_rate,sat_mid_reading,sat_mid_math,sat_mid_writing,sat_mid_overall,region
Atlantic Institute of Oriental Medicine,,0.9231,,,,,,,,,,,,5
Bennett Career Institute,,0.6041,,,,,,,,,,,,2
Blue Cliff College-Lafayette,,0.5464,,,,,,,,,,,,5
Quest College,,0.5104,,,,,,,,,,,,6
Community Care College,,0.5959,,,,,,,,,,,,6
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,,0.7569,,,,,,,0.2703,,,,,2
HDS Truck Driving Institute,,0.8112,,,,,,,,,,,,6
International Training Careers,,0.8276,,,,,,,,,,,,5
The King's University,,0.5316,,,,,,,0.7442,528.0,519.0,,1091.0,6
Fortis College-Baton Rouge,,0.5253,,,,,,,,,,,,5
My Le's Beauty College,,0.7559,,,,,,,,,,,,8
New Concept Massage and Beauty School,,0.6757,,,,,,,,,,,,5
New York College of Traditional Chinese Medicine,,0.8947,,,,,,,,,,,,2
Fortis College-Orange Park,,0.6432,,,,,,,,,,,,5
Northeastern Seminary,,,,,,,,,,,,,,2
Omega Institute of Cosmetology,,0.2321,,,,,,,,,,,,5
Pacific Islands University,,0.2407,,,,,,,0.7647,,,,,9
PCI College,,0.5702,,,,,,,,,,,,8
Rosedale Bible College,,0.05,,,,,,,,,,,,3
Seattle Institute of East Asian Medicine,,,,,,,,,,,,,,8
Shawnee Beauty College,,0.5366,,,,,,,,,,,,6
Acupuncture and Massage College,,0.8642,,,,,,,,,,,,5
Upper Valley Educators Institute,,,,,,,,,,,,,,1
Keck Graduate Institute,,,,,,,,,,,,,,8
Aviation Institute of Maintenance-Atlanta,,0.605,,,,,,,,,,,,5
Empire Beauty School-Kennesaw,,0.4159,,,,,,,,,,,,5
Missouri College of Cosmetology North,,0.4151,,,,,,,,,,,,4
New York Automotive and Diesel Institute,,0.3542,,,,,,,,,,,,2
Remington College-Baton Rouge Campus,,0.6951,,,,,,,,,,,,5
New Saint Andrews College,,0.0429,,,,,,,,,,,,7
Arkansas State University-Newport,,0.2891,,,,,,,,,,,,5
Atenas College,,0.216,,,,,,,,,,,,9
Onondaga Cortland Madison BOCES,,0.5884,,,,,,,,,,,,2
National American University-Ellsworth AFB Extension,,0.5729,,,,,,,,,,,,4
Interactive College of Technology-Chamblee,,0.7887,,,,,,,,,,,,5
Pillar College,,0.6012,,,,,,,,,,,,2
Miami Ad School-San Francisco,,0.6111,,,,,,,,,,,,8
Oregon State University-Cascades Campus,,0.345,,,,,,,0.7745,599.0,572.0,,1170.0,8
Milan Institute-Amarillo,,0.4638,,,,,,,,,,,,6
Southern University Law Center,,,,,,,,,,,,,,5
South Texas Barber College Inc,,0.28,,,,,,,,,,,,6
Platt College-Miller-Motte Technical-Charleston,,0.7348,,,,,,,,,,,,5
American Career College-Anaheim,,0.5295,,,,,,,,,,,,8
Saginaw Chippewa Tribal College,,0.558,,,,,,,,,,,,3
Richmont Graduate University,,,,,,,,,,,,,,5
Northwest College-Hillsboro,,0.2667,,,,,,,,,,,,8
East Valley Institute of Technology,,0.189,,,,,,,,,,,,6
West Coast Ultrasound Institute,,0.8747,,,,,,,,,,,,8
Baltimore Studio of Hair Design,,0.3947,,,,,,,,,,,,2
Ultimate Medical Academy,,0.8405,,,,,,,,,,,,5
Florida Barber Academy,,0.8033,,,,,,,,,,,,5
M-DCPS The English Center,,0.8261,,,,,,,,,,,,5
Florida Education Institute,,0.7614,,,,,,,,,,,,5
Texas County Technical College,,0.5741,,,,,,,0.8333,,,,,4
Aviation Institute of Maintenance-Kansas City,,0.67,,,,,,,,,,,,4
Blue Cliff College-Gulfport,,0.621,,,,,,,,,,,,5
Institute for Therapeutic Massage,,0.8152,,,,,,,,,,,,2
Metropolitan Learning Institute,,0.8628,,,,,,,,,,,,2
Orleans Niagara BOCES-Practical Nursing Program,,0.7813,,,,,,,,,,,,2
Yeshiva Shaarei Torah of Rockland,,0.2135,,,,,,,0.44,,,,,2
Leon Studio One School of Beauty Knowledge,,0.3333,,,,,,,,,,,,2
American Institute of Alternative Medicine,,0.7701,,,,,,,0.8039,,,,,3
Brown Aveda Institute-Mentor,,0.3425,,,,,,,,,,,,3
Institute of Technology,,0.5908,,,,,,,,,,,,8
Susquehanna County Career and Technology Center,,0.5692,,,,,,,,,,,,2
Universidad Pentecostal Mizpa,,0.8723,,,,,,,,,,,,9
Caribbean Forensic and Technical College,,0.814,,,,,,,,,,,,9
Concorde Career College-Grand Prairie,,0.5489,,,,,,,0.9832,,,,,6
Lamar Institute of Technology,,0.2259,,,,,,,,,,,,6
Aviation Institute of Maintenance-Dallas,,0.6279,,,,,,,,,,,,6
Healing Mountain Massage School,,0.5778,,,,,,,,,,,,7
Eastern Virginia Career College,,0.6552,,,,,,,0.6389,,,,,5
Nevada State College,,0.3864,,,,,,,0.848,,,,,8
California State University-Channel Islands,,0.2306,,,,,,,0.8579,,,,,8
Franklin W Olin College of Engineering,,0.0104,,,,,,,0.1569,730.0,780.0,,1522.0,1
Won Institute of Graduate Studies,,,,,,,,,,,,,,2
Lincoln Technical Institute-Paramus,,0.4688,,,,,,,,,,,,2
Pima Medical Institute-Colorado Springs,,0.4728,,,,,,,,,,,,7
Birthwise Midwifery School,,0.8533,,,,,,,0.8,,,,,1
Paul Mitchell the School-Costa Mesa,,0.4324,,,,,,,,,,,,8
Ave Maria School of Law,,,,,,,,,,,,,,5
Tulsa Welding School-Jacksonville,,0.6802,,,,,,,,,,,,5
Pennsylvania College of Health Sciences,,0.5438,,,,,,,0.7824,,,,,2
West Virginia Junior College-Bridgeport,,0.4215,,,,,,,,,,,,5
Antioch University-PhD Program in Leadership and Change,,,,,,,,,,,,,,3
St Louis College of Health Careers-Fenton,,0.6957,,,,,,,1.0,,,,,4
Interactive College of Technology-Gainesville,,0.7436,,,,,,,,,,,,5
Alaska Christian College,,0.1158,,,,,,,,,,,,8
Grantham University,,0.8684,,,,,,,,,,,,4
Carrington College-Albuquerque,,0.6274,,,,,,,,,,,,6
NASCAR Technical Institute,,0.1378,,,,,,,,,,,,5
University of the Potomac-VA Campus,,0.425,,,,,,,,,,,,5
Milan Institute-Palm Desert,,0.3741,,,,,,,,,,,,8
Tohono O'odham Community College,,0.5847,,,,,,,,,,,,6
Bluefield College - Edward Via College of Osteopathic Medicine,,,,,,,,,,,,,,5
Pacific College of Health Science-Chicago,,0.6122,,,,,,,,,,,,3
Southwest Institute of Healing Arts,,0.8263,,,,,,,,,,,,6
InterCoast Colleges-Riverside,,0.6226,,,,,,,,,,,,8
University of Antelope Valley,,0.3491,,,,,,,,,,,,8
Birthingway College of Midwifery,,0.9286,,,,,,,,,,,,8
Brighton Center's Center for Employment Training,,0.6809,,,,,,,,,,,,5
California Healing Arts College,,0.5385,,,,,,,,,,,,8
NorthShore University HealthSystem School of Nurse Anesthesia,,,,,,,,,,,,,,3
Faith International University,,0.9109,,,,,,,,,,,,8
Family of Faith Christian University,,0.8,,,,,,,1.0,,,,,6
Hood Theological Seminary,,,,,,,,,,,,,,5
Colegio Educativo Tecnologico Industrial Inc,,0.5306,,,,,,,,,,,,9
International Technological University,,,,,,,,,,,,,,8
Irene's Myomassology Institute,,0.7778,,,,,,,,,,,,3
Jay's Technical Institute,,0.7652,,,,,,,,,,,,6
NTMA Training Centers of Southern California,,0.637,,,,,,,,,,,,8
P C Age-Jersey City,,0.6774,,,,,,,,,,,,2
PC AGE-Metropark,,0.8202,,,,,,,,,,,,2
Hollywood Institute,,0.5815,,,,,,,,,,,,5
South Florida Institute of Technology,,0.3273,,,,,,,,,,,,5
Southeastern College-Charleston,,0.5208,,,,,,,,,,,,5
Trend Barber College,,0.5,,,,,,,,,,,,6
Valley Grande Institute for Academic Studies,,0.5,,,,,,,,,,,,6
West Coast University-Los Angeles,,0.4655,,,,,,,,,,,,8
Williamson Christian College,,0.5106,,,,,,,,,,,,5
Triangle Tech Inc-Sunbury,,0.2976,,,,,,,,,,,,2
DigiPen Institute of Technology,,0.1707,,,,,,,0.335,630.0,634.0,,1275.0,8
Pierpont Community and Technical College,,0.2061,,,,,,,,,,,,5
Dewey University-Hato Rey,,0.7217,,,,,,,,,,,,9
American College of Healthcare Sciences,,0.9047,,,,,,,0.3478,,,,,8
Colorado Media School,,0.5612,,,,,,,1.0,,,,,7
Paul Mitchell the School-Rhode Island,,0.3539,,,,,,,,,,,,1
Milan Institute-Sparks,,0.3618,,,,,,,,,,,,8
Empire Beauty School-Framingham,,0.5,,,,,,,,,,,,1
Interactive College of Technology-Chamblee,,0.7887,,,,,,,,,,,,5
Bexley Hall Seabury Western Theological Seminary Federation Inc.,,,,,,,,,,,,,,3
Altierus Career College-Norcross,,0.4682,,,,,,,,,,,,5
Strayer University-Tennessee,,0.8097,,,,,,,,,,,,5
Strayer University-Pennsylvania,,0.844,,,,,,,,,,,,2
Charlie's Guard-Detective Bureau and Academy Inc,,0.4156,,,,,,,,,,,,9
PCI Academy-Plymouth,,0.2946,,,,,,,,,,,,4
Creative Images Institute of Cosmetology-South Dayton,,0.36,,,,,,,,,,,,3
Brookline College-Albuquerque,,0.7102,,,,,,,,,,,,6
Byzantine Catholic Seminary of Saints Cyril and Methodius,,,,,,,,,,,,,,2
Northcentral University,,0.9273,,,,,,,,,,,,8
Bayamon Community College,,0.5806,,,,,,,,,,,,9
Folsom Lake College,,0.3613,,,,,,,,,,,,8
LeGrand Institute of Cosmetology Inc,,0.32,,,,,,,,,,,,5
Hussian College-Daymar College Murfreesboro,,0.5854,,,,,,,,,,,,5
Cambridge Technical Institute,,0.5141,,,,,,,,,,,,9
Empire Beauty School-Midlothian,,0.4691,,,,,,,,,,,,5
Empire Beauty School-Owings Mills,,0.4333,,,,,,,,,,,,2
Empire Beauty School-West Mifflin,,0.4789,,,,,,,,,,,,2
ATI College-Norwalk,,0.6087,,,,,,,,,,,,8
Advance Science International College,,0.8155,,,,,,,,,,,,5
Advanced Barber College and Hair Design,,0.4184,,,,,,,,,,,,6
ATA College,,0.5732,,,,,,,,,,,,8
American Advanced Technicians Institute,,0.3214,,,,,,,,,,,,5
Baptist University of the Americas,,0.5592,,,,,,,,,,,,6
The Beauty Institute,,0.2821,,,,,,,,,,,,2
Beis Medrash Heichal Dovid,,,,,,,,,0.7792,,,,,2
Blue Cliff Career College,,0.3438,,,,,,,0.8519,,,,,5
Career Beauty College,,0.3333,,,,,,,,,,,,5
Paul Mitchell the School-Gastonia,,0.3472,,,,,,,,,,,,5
CES College,,0.7937,,,,,,,,,,,,8
Stellar Career College,,0.5,,,,,,,,,,,,8
Auguste Escoffier School of Culinary Arts-Austin,,0.3204,,,,,,,,,,,,6
Culinary Institute Inc,,0.4684,,,,,,,,,,,,6
Escuela Hotelera de San Juan,,0.4947,,,,,,,,,,,,9
Orion Institute,,0.5982,,,,,,,,,,,,3
Moore Career College,,0.6358,,,,,,,,,,,,5
Industrial Technical College,,0.25,,,,,,,,,,,,9
Gwinnett College-Marietta Campus,,0.6826,,,,,,,,,,,,5
Leston College,,0.4468,,,,,,,,,,,,9
Charlotte Christian College and Theological Seminary,,0.9333,,,,,,,,,,,,5
Nightingale College,,0.7819,,,,,,,,,,,,7
Omnitech Institute,,0.6533,,,,,,,,,,,,5
PITC Institute,,0.8302,,,,,,,,,,,,2
Skinworks School of Advanced Skincare,,0.4598,,,,,,,,,,,,7
Southeastern College-Columbia,,0.6071,,,,,,,,,,,,5
Technical Learning Centers Inc,,0.0549,,,,,,,,,,,,2
Turning Point Beauty College,,0.6911,,,,,,,,,,,,6
Unitech Training Academy-Lafayette,,0.4371,,,,,,,,,,,,5
Mountwest Community and Technical College,,0.3965,,,,,,,,,,,,5
American InterContinental University-Atlanta,,0.8166,,,,,,,,,,,,5
Toyota Technological Institute at Chicago,,,,,,,,,,,,,,3
American InterContinental University-Houston,,0.7234,,,,,,,,,,,,6
University of California-Merced,,0.0212,,,,,,,0.7196,545.0,545.0,,1100.0,8
Remington College-North Houston Campus,,0.4363,,,,,,,,,,,,6
Paul Mitchell the School-Orlando,,0.3696,,,,,,,,,,,,5
Pima Medical Institute-Las Vegas,,0.5042,,,,,,,,,,,,8
Remington College-Nashville Campus,,0.5164,,,,,,,,,,,,5
Central Methodist University-College of Graduate and Extended Studies,,0.3649,,,,,,,1.0,,,,,4
North-West College-Riverside,,0.4554,,,,,,,,,,,,8
Altierus Career College-Bissonnet,,0.4381,,,,,,,,,,,,6
Colegio Tecnico de Electricidad Galloza,,0.6774,,,,,,,,,,,,9
Arthur's Beauty College,,0.3125,,,,,,,,,,,,5
Spa Tech Institute-Ipswich,,0.7,,,,,,,,,,,,1
Spa Tech Institute-Westboro,,0.5497,,,,,,,,,,,,1
Spa Tech Institute-Plymouth,,0.5427,,,,,,,,,,,,1
Neumont College of Computer Science,,0.0612,,,,,,,0.9057,,,,,7
Roseman University of Health Sciences,,0.6438,,,,,,,,,,,,8
Fortis Institute-Port Saint Lucie,,0.5762,,,,,,,,,,,,5
Aviation Institute of Maintenance-Manassas,,0.5604,,,,,,,,,,,,5
Cosmetology School of Arts and Science LLC,,0.44,,,,,,,,,,,,7
Universal Technical Institute of Pennsylvania Inc,,0.1186,,,,,,,,,,,,2
Kenneth Shuler School of Cosmetology-Spartanburg,,0.4122,,,,,,,,,,,,5
Kenneth Shuler School of Cosmetology and Nails-Columbia,,0.4507,,,,,,,,,,,,5
Divine Mercy University,,,,,,,,,,,,,,5
Lincoln Technical Institute-Shelton,,0.4151,,,,,,,,,,,,1
Northwest Career College,,0.4688,,,,,,,,,,,,8
Soma Institute-The National School of Clinical Massage Therapy,,0.6745,,,,,,,,,,,,3
American Academy of Acupuncture and Oriental Medicine,,,,,,,,,,,,,,4
Arizona School of Acupuncture and Oriental Medicine,,,,,,,,,,,,,,6
Ave Maria University,,0.031,,,,,,,0.8485,580.0,555.0,,1155.0,5
CALC Institute of Technology,,0.6636,,,,,,,,,,,,3
Cambridge Junior College-Yuba City,,0.4286,,,,,,,,,,,,8
Pinnacle Career Institute-South Kansas City,,0.7388,,,,,,,,,,,,4
ATA Career Education,,0.7924,,,,,,,,,,,,5
Community Christian College,,0.1133,,,,,,,,,,,,8
Culpeper Cosmetology Training Center,,0.125,,,,,,,,,,,,5
Eastern School of Acupuncture and Traditional Medicine,,0.7778,,,,,,,,,,,,2
Ecclesia College,,0.1517,,,,,,,0.6296,,,,,5
Employment Solutions-College for Technical Education,,0.5667,,,,,,,,,,,,5
Estelle Medical Academy,,0.8519,,,,,,,,,,,,3
Evergreen Beauty and Barber College-Everett,,0.4098,,,,,,,,,,,,8
Paul Mitchell the School-Great Lakes,,0.25,,,,,,,,,,,,3
Healthcare Training Institute,,0.525,,,,,,,0.375,,,,,2
John D Rockefeller IV Career Center,,0.5769,,,,,,,,,,,,5
Los Angeles College of Music,,0.1632,,,,,,,0.7073,,,,,8
Maple Springs Baptist Bible College and Seminary,,0.54,,,,,,,,,,,,2
Precision Manufacturing Institute,,0.5714,,,,,,,,,,,,2
Rosslyn Training Academy of Cosmetology,,0.375,,,,,,,,,,,,9
SAE Institute of Technology-Nashville,,0.5314,,,,,,,,,,,,5
Southern Regional Technical College,,0.2628,,,,,,,,,,,,5
Stanbridge University,,0.5201,,,,,,,0.6333,,,,,8
Universal Career School,,0.8509,,,,,,,,,,,,5
Universal College of Healing Arts,,0.8462,,,,,,,,,,,,4
Uta Mesivta of Kiryas Joel,,,,,,,,,,,,,,2
Harrisburg University of Science and Technology,,0.1013,,,,,,,,,,,,2
Blue Ridge Community and Technical College,,0.7032,,,,,,,,,,,,5
Daytona State College,,0.3528,,,,,,,,,,,,5
Midwest Technical Institute-Ridgeland,,0.4361,,,,,,,,,,,,5
United States Sports Academy,,0.7931,,,,,,,,,,,,5
Empire Beauty School-Avondale,,0.3976,,,,,,,,,,,,6
Empire Beauty School-Littleton,,0.32,,,,,,,,,,,,7
Empire Beauty School-Aurora,,0.6667,,,,,,,,,,,,7
AmeriTech College-Draper,,0.5846,,,,,,,1.0,,,,,7
Eagle Gate College-Layton,,0.3817,,,,,,,,,,,,7
Academy of Hair Design-Jasper,,0.5854,,,,,,,,,,,,6
SAE Expression College,,0.578,,,,,,,,,,,,8
Unitech Training Academy-West Monroe,,0.419,,,,,,,,,,,,5
New River Community and Technical College,,0.3523,,,,,,,,,,,,5
The College of Health Care Professions-Southwest Houston,,0.3281,,,,,,,,,,,,6
United Education Institute-Chula Vista,,0.4228,,,,,,,,,,,,8
United Education Institute-West Covina,,0.3953,,,,,,,,,,,,8
Georgia Gwinnett College,,0.1807,,,,,,,0.9394,510.0,495.0,,1004.0,5
Tucson College of Beauty,,0.5053,,,,,,,,,,,,6
California Career College,,0.7179,,,,,,,,,,,,8
Palladium Technical Academy Inc,,0.5152,,,,,,,,,,,,8
Palace Beauty College,,0.7699,,,,,,,,,,,,8
National Polytechnic College,,0.6042,,,,,,,,,,,,8
American Career College-Ontario,,0.5837,,,,,,,,,,,,8
Asher College,,0.7786,,,,,,,,,,,,8
American Institute of Massage Therapy,,0.8333,,,,,,,,,,,,8
University of East-West Medicine,,,,,,,,,,,,,,8
Blake Austin College,,0.4065,,,,,,,,,,,,8
Aviator College of Aeronautical Science and Technology,,0.4583,,,,,,,,,,,,5
CDA Technical Institute,,0.3101,,,,,,,,,,,,5
Hollywood Institute,,0.5815,,,,,,,,,,,,5
North Florida Cosmetology Institute,,0.6202,,,,,,,,,,,,5
Augusta School of Massage,,0.5806,,,,,,,,,,,,5
ATA College,,0.5732,,,,,,,,,,,,8
SUM Bible College and Theological Seminary,,0.5882,,,,,,,0.9514,,,,,8
Compass Career College,,0.4789,,,,,,,,,,,,5
Hair Expressions Academy,,0.5464,,,,,,,,,,,,2
Nuvo College of Cosmetology,,0.0921,,,,,,,,,,,,3
WellSpring School of Allied Health-Kansas City,,0.6995,,,,,,,,,,,,4
The Salon Professional Academy-Fargo,,0.2636,,,,,,,,,,,,4
Institute of Professional Careers,,1.0,,,,,,,,,,,,8
Aveda Institute-New York,,0.4014,,,,,,,,,,,,2
MyrAngel Beauty Institute,,0.3367,,,,,,,,,,,,9
University of Texas Southwestern Medical Center,,,,,,,,,,,,,,6
Paul Mitchell the School-Logan,,0.2261,,,,,,,,,,,,7
Cosmetology Careers Unlimited College of Hair Skin and Nails,,0.4286,,,,,,,,,,,,4
Mountainland Technical College,,0.2377,,,,,,,,,,,,7
Avi Career Training,,0.7826,,,,,,,,,,,,5
Mountain State School of Massage,,0.6667,,,,,,,,,,,,5
Eastern International College-Belleville,,0.5758,,,,,,,,,,,,2
Broken Arrow Beauty College,,0.375,,,,,,,,,,,,6
Universal Technical Institute of Northern California Inc,,0.1389,,,,,,,,,,,,8
West Hills College-Lemoore,,0.304,,,,,,,,,,,,8
Stautzenberger College-Brecksville,,0.5509,,,,,,,,,,,,3
Stone Academy-East Hartford,,0.7597,,,,,,,,,,,,1
Unitech Training Academy-Houma,,0.4125,,,,,,,,,,,,5
Rasmussen University-Illinois,,0.7708,,,,,,,,,,,,3
International Institute for Restorative Practices,,,,,,,,,,,,,,2
Automotive Training Center-Warminster,,0.088,,,,,,,,,,,,2
Empire Beauty School-Milwaukee,,0.44,,,,,,,,,,,,3
University of South Florida-St Petersburg,,0.2759,,,,,,,0.2739,620.0,588.0,,1225.0,5
Triangle Tech Inc-Bethlehem,,0.3333,,,,,,,,,,,,2
Arizona State University-Downtown Phoenix,,0.1344,,,,,,,0.8185,595.0,580.0,,1161.0,6
Milan Institute-Fresno,,0.4531,,,,,,,,,,,,8
Strayer University-Florida,,0.9077,,,,,,,,,,,,5
Pima Medical Institute-Renton,,0.5132,,,,,,,,,,,,8
College of Business and Technology-Main Campus,,0.9745,,,,,,,,,,,,5
College of Business and Technology-Hialeah,,0.9107,,,,,,,,,,,,5
Dewey University-Juana Diaz,,0.3924,,,,,,,,,,,,9
The College of Health Care Professions-San Antonio,,0.5444,,,,,,,,,,,,6
Brittany Beauty Academy,,0.6594,,,,,,,,,,,,2
Lincoln Technical Institute-Whitestone,,0.2137,,,,,,,,,,,,2
American Public University System,,0.8109,,,,,,,,,,,,5
Huntsville Bible College,,0.9009,,,,,,,,,,,,5
Beaumont Adult School,,0.6705,,,,,,,,,,,,8
Make-up Designory,,0.2137,,,,,,,,,,,,8
Gnomon,,0.4386,,,,,,,0.4286,,,,,8
Coachella Valley Beauty College,,0.2414,,,,,,,,,,,,8
Valley College of Medical Careers,,0.4894,,,,,,,,,,,,8
Academy of Natural Therapy Inc,,0.5,,,,,,,,,,,,7
Academy Di Capelli-School of Cosmetology,,0.5887,,,,,,,,,,,,1
Delaware Learning Institute of Cosmetology,,0.3594,,,,,,,,,,,,2
Dragon Rises College of Oriental Medicine,,,,,,,,,,,,,,5
SABER College,,0.9231,,,,,,,0.8333,,,,,5
Taylor Institute of Cosmetology II,,0.2619,,,,,,,,,,,,3
Ideal Beauty Academy,,1.0,,,,,,,,,,,,3
Denmark Technical College,,0.1781,,,,,,,,,,,,5
Louisiana Culinary Institute,,0.4019,,,,,,,0.5,,,,,5
Bais Medrash Toras Chesed,,0.0625,,,,,,,0.5932,,,,,2
Center for Natural Wellness School of Massage Therapy,,0.8205,,,,,,,0.6154,,,,,2
Ace Institute of Technology,,0.7166,,,,,,,,,,,,2
New Age Training,,0.6107,,,,,,,,,,,,2
Dayton School of Medical Massage,,0.7021,,,,,,,,,,,,3
Northcoast Medical Training Academy,,0.6512,,,,,,,,,,,,3
ATA College,,0.5732,,,,,,,,,,,,8
Visible Music College,,0.2795,,,,,,,0.7525,,,,980.0,5
CCI Training Center-Arlington,,0.8188,,,,,,,,,,,,6
Champion Beauty College,,0.5833,,,,,,,,,,,,6
Southeast Texas Career Institute,,0.4082,,,,,,,,,,,,6
Southern Regional Technical College,,0.2628,,,,,,,,,,,,5
Virginia Beach Theological Seminary,,,,,,,,,,,,,,5
Milwaukee Career College,,0.4074,,,,,,,0.6914,,,,,3
University of the West,,0.1046,,,,,,,,,,,,8
American Educational College,,0.2633,,,,,,,,,,,,9
South University-Tampa,,0.6996,,,,,,,,,,,,5
Milan Institute of Cosmetology-San Antonio Military,,0.4118,,,,,,,,,,,,6
Appalachian College of Pharmacy,,,,,,,,,,,,,,5
Averett University-Non-Traditional Programs,,0.8624,,,,,,,0.2364,,,,,5
Paul Mitchell the School-Tampa,,0.3981,,,,,,,,,,,,5
Paul Mitchell the School-San Diego,,0.4032,,,,,,,,,,,,8
Paul Mitchell the School-Michigan,,0.2432,,,,,,,,,,,,3
Paul Mitchell the School-Sherman Oaks,,0.3895,,,,,,,,,,,,8
Paul Mitchell the School-Tysons Corner,,0.4772,,,,,,,,,,,,5
Blue Cliff College-Houma,,0.5941,,,,,,,,,,,,5
Fortis College-Columbus,,0.6271,,,,,,,,,,,,3
Fortis College-Cincinnati,,0.6359,,,,,,,,,,,,3
Blue Cliff College-Fayetteville,,0.5291,,,,,,,,,,,,5
Blue Cliff College-Alexandria,,0.6735,,,,,,,,,,,,5
Strayer University-Delaware,,0.8551,,,,,,,,,,,,2
Brite Divinity School,,,,,,,,,,,,,,6
Strayer University-Alabama,,0.8266,,,,,,,,,,,,5
Brown Aveda Institute-Strongsville,,0.3141,,,,,,,,,,,,3
Clary Sage College,,0.4347,,,,,,,,,,,,6
Rasmussen University-Wisconsin,,0.7303,,,,,,,,,,,,3
Empire Beauty School-Richmond,,0.4651,,,,,,,,,,,,5
Empire Beauty School-North Hills,,0.3765,,,,,,,,,,,,2
Empire Beauty School-Manhattan,,0.4739,,,,,,,,,,,,2
Lexington Healing Arts Academy,,0.7121,,,,,,,,,,,,5
Empire Beauty School-Hooksett,,0.3744,,,,,,,,,,,,1
The Institute of Beauty and Wellness,,0.3234,,,,,,,,,,,,3
Trend Barber College,,0.5,,,,,,,,,,,,6
Columbia Southern University,,0.9158,,,,,,,,,,,,5
Arizona Culinary Institute,,0.6084,,,,,,,,,,,,6
Healthcare Career College,,0.5315,,,,,,,,,,,,8
Coastline Beauty College,,0.8605,,,,,,,,,,,,8
Montessori Casa International,,1.0,,,,,,,,,,,,7
Branford Academy of Hair and Cosmetology,,0.4762,,,,,,,,,,,,1
Academy of Massage and Bodywork,,0.6782,,,,,,,,,,,,2
Academy for Five Element Acupuncture,,,,,,,,,,,,,,5
Academy of Career Training,,0.4706,,,,,,,,,,,,5
Miami Regional University,,0.8185,,,,,,,,,,,,5
Paul Mitchell the School-Miami,,0.541,,,,,,,,,,,,5
Aveda Institute-South Florida,,0.3312,,,,,,,,,,,,5
Aveda Institute-Tallahassee,,0.3537,,,,,,,,,,,,5
Shear Excellence Hair Academy,,0.5794,,,,,,,,,,,,5
Carlson College of Massage Therapy,,0.2143,,,,,,,,,,,,4
MyComputerCareer.com,,0.7138,,,,,,,,,,,,3
Elite Academy of Hair Design,,0.25,,,,,,,,,,,,3
DiGrigoli School of Cosmetology,,0.3288,,,,,,,,,,,,1
Millennium Training Institute,,0.7394,,,,,,,,,,,,1
Elevate Salon Institute,,0.3246,,,,,,,,,,,,3
Lakewood School of Therapeutic Massage,,0.5217,,,,,,,,,,,,3
The Salon Professional Academy-Battle Creek,,0.5556,,,,,,,,,,,,3
Trend Setters School,,0.5094,,,,,,,,,,,,4
Academy of Hair Design-Springfield,,0.51,,,,,,,,,,,,4
Corinth Academy of Cosmetology,,0.4065,,,,,,,,,,,,5
Southeastern College-Charlotte,,0.5522,,,,,,,,,,,,5
Yeshivas Be'er Yitzchok,,0.3065,,,,,,,0.65,,,,,2
Yeshiva Toras Chaim,,,,,,,,,0.8429,,,,,2
Talmudical Seminary of Bobov,,,,,,,,,0.84,,,,,2
Center for Allied Health Education,,0.678,,,,,,,,,,,,2
Monroe 2 Orleans BOCES-Center for Workforce Development,,0.5802,,,,,,,,,,,,2
Aveda Fredric's Institute-Cincinnati,,0.1312,,,,,,,,,,,,3
MyComputerCareer.edu-Columbus,,0.8208,,,,,,,,,,,,3
CDE Career Institute,,0.8539,,,,,,,,,,,,2
Instituto Educativo Premier,,0.2066,,,,,,,,,,,,9
Charleston School of Law,,,,,,,,,,,,,,5
Eves College of Hairstyling,,0.57,,,,,,,,,,,,6
Manuel and Theresa's School of Hair Design-Bryan,,0.4063,,,,,,,,,,,,6
Southwest University at El Paso,,0.58,,,,,,,,,,,,6
Paul Mitchell the School-Austin,,0.3857,,,,,,,,,,,,6
Aveda Institute-Provo,,0.2051,,,,,,,,,,,,7
Dixie Technical College,,0.3585,,,,,,,,,,,,7
Victoria's Academy of Cosmetology,,0.2892,,,,,,,,,,,,8
University of South Florida-Sarasota-Manatee,,0.3628,,,,,,,0.2361,620.0,605.0,,1244.0,5
Paul Mitchell the School-San Antonio,,0.3973,,,,,,,,,,,,6
CEM College-Bayamon,,0.28,,,,,,,,,,,,9
The Art Institute of Austin,,0.439,,,,,,,,,,,,6
Remington College-Houston Southeast Campus,,0.5267,,,,,,,,,,,,6
Remington College-Shreveport Campus,,0.6161,,,,,,,,,,,,5
Jenny Lea Academy of Cosmetology,,0.4138,,,,,,,,,,,,5
Patrick Henry Community College,,0.206,,,,,,,,,,,,5
The Hair Academy,,0.2857,,,,,,,,,,,,4
Ross Medical Education Center-New Baltimore,,0.4531,,,,,,,,,,,,3
Ross College-Sylvania,,0.6412,,,,,,,,,,,,3
Escuela De Troqueleria Y Herramentaje,,0.1327,,,,,,,,,,,,9
Fortis Institute-Nashville,,0.6089,,,,,,,,,,,,5
ATA College-Cincinnati,,0.792,,,,,,,,,,,,3
Elite Welding Academy LLC,,0.2708,,,,,,,,,,,,3
Galen College of Nursing-Cincinnati,,0.6525,,,,,,,,,,,,3
Strayer University-North Carolina,,0.853,,,,,,,,,,,,5
Strayer University-New Jersey,,0.8866,,,,,,,,,,,,2
